1	  39.34	  28.66	   1.87	 203.23	 317.86
2	  31.67	  19.33	  -0.18	 313.81	 323.39
3	  29.37	  14.17	   0.15	 448.22	 159.17
4	  49.97	  27.72	  -0.65	 262.46	 252.26
5	  60.63	  35.21	  -0.39	 443.53	 133.43
6	  52.07	  18.37	   0.50	 316.50	 225.65
7	  48.21	  23.29	  -1.78	 435.17	 374.72
8	  80.29	  21.42	   0.64	 211.50	  85.80
9	  34.37	  19.33	  -0.40	  61.57	  71.15
10	  72.49	  20.04	   0.31	 117.27	 301.26
11	  62.32	  30.53	  -0.06	 109.08	  74.11
12	  51.64	  22.03	   0.56	 470.03	 441.38
13	  65.92	  27.77	  -0.16	 395.77	  35.41
14	  33.04	  19.89	   0.24	 439.22	 255.28
15	  45.85	  15.89	   0.03	 380.47	 377.64
16	  37.76	  19.31	   0.16	 458.01	 400.99
17	  39.46	  25.62	  -0.12	 102.61	 435.53
18	  46.10	  20.02	   0.89	 209.92	 285.48
19	  69.16	  29.71	  -1.70	 394.07	 385.52
20	  38.08	  20.47	  -1.78	 367.87	 373.15
21	  92.84	  24.62	  -0.01	 316.36	 309.87
22	  34.63	  15.33	   0.26	 466.66	 109.34
23	  29.65	  20.10	   1.45	 103.66	 463.18
24	  20.79	  20.03	  -0.40	 186.42	 119.13
25	  31.07	  22.83	   2.09	 410.92	 343.81
26	  34.75	  21.87	  -0.04	 405.85	 157.80
27	  34.26	  17.86	  -0.24	 394.01	  38.07
28	  56.86	  32.21	   0.92	 465.06	 259.15
29	  55.45	  16.95	   0.54	 358.44	 134.47
30	  62.62	  34.71	   0.40	 262.96	 346.64
31	  54.27	  13.24	  -0.18	 247.25	  99.17
32	  52.52	  25.93	   1.22	 395.22	 440.30
33	  33.10	  14.94	   0.45	 212.04	 249.97
34	  44.99	  34.58	  -1.53	 466.42	 178.62
35	 102.62	  39.13	   0.36	 363.07	 466.20
36	  67.87	  21.59	   0.00	 212.79	 279.48
37	  42.66	  18.54	  -0.58	 243.85	 268.39
38	  28.33	  20.01	  -0.64	 102.36	 154.91
39	  21.61	  19.04	   2.11	 275.86	  62.25
40	  39.62	  31.88	  -1.46	 455.10	 362.54
41	  43.17	  26.34	  -0.54	 322.09	 473.22
42	  33.43	  19.31	   0.61	 134.85	 140.04
43	  40.78	  24.28	   0.17	 243.68	 271.93
44	  50.26	  31.68	  -0.41	 238.45	 388.39
45	  39.42	  14.42	  -0.15	 173.17	 128.66
46	  49.20	  36.80	   0.62	 396.57	 257.83
47	  66.50	  37.39	  -0.01	 139.50	 299.50
48	  71.75	  22.94	  -0.14	 225.83	 321.86
49	  31.77	  26.41	   0.69	 304.99	 384.43
50	  55.54	  24.97	  -0.24	 391.53	 372.22
51	  34.09	  21.90	   0.26	  76.09	 168.28
52	  40.02	  19.83	   1.01	 394.04	 149.95
53	  31.31	  20.81	  -0.10	 285.51	 321.28
54	  45.48	  20.24	   1.01	 335.27	 435.94
55	  58.21	  32.20	  -0.70	 217.73	  85.15
56	  56.95	  15.30	   0.17	 251.43	  95.36
57	  33.41	  11.75	   0.15	 231.55	 306.03
58	  29.99	  13.87	  -0.05	 208.05	 162.69
59	  31.77	  15.41	  -0.09	 253.08	 294.08
60	  22.15	  17.93	  -0.54	 153.38	 136.38
61	  47.09	  21.47	  -0.25	 100.84	 214.88
62	  26.02	  22.00	  -0.21	 327.33	  60.91
63	  33.49	  16.10	   0.82	 249.95	 379.41
64	  38.46	  23.27	   0.04	 331.29	 425.52
65	  37.04	  24.28	   1.43	 154.27	 280.17
66	  34.88	  19.87	   1.55	 129.10	 176.84
67	  50.64	  30.61	   1.12	 264.39	  53.85
68	  62.06	  16.52	   0.36	 265.06	 374.32
69	  37.05	  10.72	   0.49	 185.97	 102.71
70	  27.25	  18.47	   1.14	 309.42	 126.62
71	  49.66	  23.77	   0.91	 426.95	 238.14
72	  38.27	  10.26	   0.26	  73.27	 288.35
73	  29.96	  16.39	  -1.97	 256.95	  80.07
74	  37.66	  16.77	  -0.03	 152.86	 192.10
75	  47.16	  35.04	   0.11	 465.33	 190.01
76	  35.70	  13.85	  -0.93	 315.13	 340.41
77	  60.51	  39.81	  -0.05	 371.58	 276.64
78	  52.45	  32.74	   0.00	 332.43	 211.45
79	  25.81	  19.93	   0.87	  81.44	 324.03
80	  66.78	  25.88	  -1.54	 392.99	  89.20
81	  45.12	  36.94	  -0.14	 300.61	 241.66
82	  49.60	  24.62	   0.42	  80.46	 140.68
83	  29.26	  12.04	   0.09	 307.03	  51.43
84	  82.87	  29.33	   0.20	 122.52	 123.96
85	  28.41	  13.23	  -0.04	 328.57	 328.94
86	  60.77	  19.69	  -0.12	 134.69	  40.22
87	  40.82	  18.91	  -0.38	 147.23	 206.10
88	  65.57	  34.11	  -2.09	 220.25	 114.50
89	  47.91	  26.17	   0.52	 110.21	  69.91
90	  77.36	  27.56	   0.51	 357.01	  83.35
91	  36.72	  22.34	   0.65	 233.98	 461.47
92	  70.54	  16.47	  -0.12	 102.51	 190.03
93	  54.69	  35.73	   1.30	  61.03	 357.97
94	  22.86	  17.82	  -1.01	 364.41	 383.81
95	  76.62	  26.31	   0.50	 377.86	 135.42
96	  47.58	  21.23	   1.64	 262.29	  57.32
97	  42.84	  16.84	   0.01	 379.54	 269.91
98	  47.73	  23.05	  -0.50	 134.24	 249.53
99	  60.11	  45.79	   1.09	 395.67	  54.49
100	  27.54	  17.02	  -0.38	 255.28	 359.10
101	  55.82	  19.22	   0.76	 190.38	 321.54
102	  31.57	  24.70	   1.00	 420.09	 351.70
103	  31.73	  19.82	  -0.94	 186.47	 234.73
104	  40.21	  14.33	   0.02	 147.77	 330.89
105	  66.29	  26.15	   0.14	 112.76	  75.37
106	  35.80	  20.28	  -0.54	 121.81	 463.72
107	  43.11	  18.26	  -1.03	 188.10	 267.93
108	  44.34	  12.74	  -0.33	 340.25	 142.26
109	  37.34	  30.96	   0.46	 238.31	 275.84
110	  52.95	  31.01	   2.33	 254.98	 294.74
111	  45.33	  23.01	   0.98	 441.46	 239.34
112	  86.90	  27.13	   0.97	 150.66	  78.15
113	  48.01	  19.69	  -0.60	 368.84	 116.26
114	  52.13	  32.50	  -0.39	 442.88	  53.43
115	  77.21	  23.03	   0.27	 121.97	 272.55
116	  82.01	  25.80	  -0.64	 100.06	 361.39
117	  30.79	  20.39	  -0.64	  62.36	 305.73
118	  46.12	  21.59	   0.62	 392.46	 450.92
119	  79.05	  26.34	   0.35	 357.73	 109.52
